TweetID,HandLabel,AnnotatorID
511406520681390080,Neutral,77
511406541636112384,Neutral,78
511406591976157184,Neutral,77
511406596195233792,Positive,82
511406600385732608,Positive,82
511406633927593984,Positive,78
511406751388676096,Positive,80
511406751388676096,Positive,6
511406805885267968,Positive,80
511406839448485888,Neutral,77
511407288226050048,Neutral,80
511407288226050048,Neutral,82
511407577658191872,Positive,81
511407640547971072,Negative,82
511407690883399680,Negative,78
511407690883399680,Negative,80
511407770579771393,Positive,82
511407829295837184,Negative,77
511407904784916480,Negative,77
511407904797118465,Neutral,80
511407904797118465,Neutral,77
511407980298792960,Neutral,78
511408001266118656,Negative,77
511408080966664192,Neutral,82
511408194217074688,Positive,82
511408378745470976,Neutral,78
511408378745470976,Negative,80
511408462639538176,Neutral,6
511408609461157888,Neutral,80
511408617824595968,Positive,77
511408638796500992,Neutral,78
511408710090891264,Positive,82
511408726893662208,Neutral,81
511408785605132289,Neutral,82
511408785605132289,Neutral,80
511408785605554176,Positive,80
511408823345479680,Neutral,82
511408827556569088,Neutral,77
511408877897019392,Positive,80
511408877897019392,Positive,77
511408886281408512,Neutral,77
511408936600092673,Neutral,78
511408949170806785,Negative,77
511408949170806785,Neutral,78
511408970154516480,Negative,82
511408995341307904,Positive,82
511409041479049216,Neutral,78
511409095988219904,Neutral,80
511409095988219904,Positive,80
511409188241539072,Neutral,80
511409188241539072,Neutral,77
511409402180431872,Positive,82
511409406349938688,Positive,82
511409532191244288,Neutral,81
511409574155259904,Neutral,82
511409578311823360,Negative,80
511409582535499777,Negative,82
511409737716756481,Positive,77
511409871913512960,Negative,77
511410371039870976,Positive,77
511410446562500608,Neutral,78
511410446562500608,Neutral,78
511410488497147904,Positive,77
511410526241300480,Neutral,82
511410526241300480,Neutral,80
511410605949865984,Positive,80
511410605949865984,Positive,82
511410635301998592,Positive,6
511410702414647296,Neutral,80
511410983433015296,Positive,77
511411008603033602,Neutral,79
511411079872667648,Negative,82
511411151205183488,Positive,81
511411151205183488,Neutral,78
511411218314440704,Negative,82
511411348345876480,Positive,80
511411365114675200,Neutral,82
511411432202973185,Neutral,77
511411524477648896,Negative,77
511411570635595776,Neutral,77
511411881001504769,Positive,78
511411960701648897,Neutral,77
511411977491472384,Neutral,82
511411998446604288,Positive,82
511412057179041792,Neutral,78
511412120089407488,Neutral,6
511412128474206208,Positive,80
511412132663926784,Negative,77
511412141061337088,Negative,79
511412526937284608,Positive,82
511412526937284608,Neutral,80
511412560466169856,Negative,81
511412648580104192,Positive,82
511412661146628096,Neutral,80
511412778599329792,Negative,82
511412799550263296,Neutral,77
511412799550263296,Positive,80
511412816318709761,Neutral,77
511412866646147072,Neutral,77
511412870874423296,Neutral,78
511412870874423296,Neutral,78
511412887634853888,Positive,77
511412942144040960,Neutral,82
511413105747046400,Positive,82
511413135098785792,Positive,78
511413143474802688,Neutral,80
511413181244534784,Positive,80
511413302883127296,Positive,77
511413323846258689,Positive,79
511413323846258689,Positive,80
511413344834973696,Positive,82
511413575500316673,Neutral,81
511413588100399104,Neutral,82
511413600670724098,Negative,80
511413625840746497,Neutral,82
511413806179053568,Negative,77
511414036894715904,Neutral,77
511414129135857664,Neutral,77
511414137537056768,Neutral,78
511414150128365568,Neutral,77
511414150128365568,Neutral,78
511414196248907776,Negative,80
511414196248907776,Negative,82
511414254986334208,Neutral,82
511414263353602049,Neutral,78
511414275936514049,Negative,6
511414330487603200,Negative,80
511414380827639808,Positive,77
511414443712864257,Positive,79
511414494044512256,Neutral,82
511414498239184896,Neutral,81
511414506640400384,Negative,82
511414519235481600,Positive,80
511414565339283456,Neutral,82
511414569541988352,Neutral,77
511414569541988352,Neutral,80
511414645048238080,Neutral,77
511414733145374720,Positive,77
511414892524367873,Neutral,78
511415119017168896,Neutral,77
511415181919137792,Negative,82
511415249027616768,Neutral,82
511415265826189312,Neutral,78
511415274214793216,Neutral,6
511415307747852289,Neutral,80
511415332905693184,Negative,77
511415358083706880,Negative,79
511415471346696193,Neutral,82
511415660074008576,Neutral,81
511415676830232576,Neutral,81
511415936881262592,Neutral,80
511415974630014976,Neutral,82
511416058549649408,Neutral,77
511416217933213698,Positive,77
511416360530759680,Positive,77
511416364733857792,Neutral,78
511416658317938688,Neutral,77
511416670884462592,Negative,82
511416725427200000,Neutral,82
511416771581333504,Positive,78
511416830276419584,Positive,6
511416943513829376,Positive,77
511416960287272960,Negative,79
511417186812841986,Positive,78
511417186812841986,Neutral,81
511417316840865792,Negative,81
511417446863888386,Positive,80
511417497191325696,Negative,82
511417534919090176,Neutral,77
511417539113394176,Neutral,77
511417539113394176,Neutral,80
511417568469729280,Neutral,80
511417568469729280,Positive,77
511417568494501888,Neutral,78
511417576857939968,Positive,77
511417639798054912,Neutral,82
511417648157306881,Neutral,82
511417715261587457,Neutral,78
511417904014049280,Neutral,76
511417912402247680,Positive,80
511417975341989888,Neutral,77
511418558350241792,Neutral,82
511418579296608257,Negative,81
511418608652931072,Positive,81
511418608652931072,Positive,78
511418629637033984,Neutral,80
511418659009724416,Positive,80
511418659009724416,Positive,82
511418696766476288,Neutral,77
511418696766476288,Neutral,80
511418826768916480,Positive,77
511419170697646080,Negative,77
511419170697646080,Negative,78
511419191686352896,Negative,80
511419191686352896,Neutral,78
511419338457227264,Positive,77
511419372045598720,Neutral,82
511419376231530497,Neutral,82
511419476869271552,Positive,78
511419493659443200,Positive,80
511419523032182784,Positive,80
511419602732335104,Neutral,78
511419602732335104,Neutral,77
511419636282175488,Negative,79
511419678225596416,Neutral,82
511419690778767360,Neutral,81
511419753710485504,Neutral,81
511419984409395200,Negative,82
511420022154334208,Neutral,77
511420156363280384,Neutral,77
511420194124619776,Neutral,77
511420194124619776,Neutral,80
511420202501021696,Neutral,78
511420202501021696,Neutral,80
511420210877063168,Neutral,77
511420357702463488,Neutral,78
511420357702463488,Neutral,82
511420680651296768,Negative,78
511420739384115200,Neutral,76
511420739384115200,Neutral,80
511420743578447873,Positive,80
511420798075019265,Negative,77
511420865196875776,Neutral,82
511420881973694464,Negative,81
511420881998848000,Neutral,81
511420907126943744,Positive,80
511420907143708672,Positive,82
511420932314128384,Negative,77
511420957475360768,Neutral,77
511421444002447360,Neutral,77
511421511106711553,Positive,78
511421519507890176,Negative,77
511421540471042048,Neutral,82
511421599212257280,Neutral,82
511421657911947264,Neutral,78
511421657911947264,Neutral,80
511421725024604160,Neutral,76
511421775373418496,Positive,80
511421779579916288,Neutral,77
511421796349136896,Neutral,78
511421796349136896,Negative,79
511421926359576576,Negative,82
511421972501123073,Neutral,81
511421989257773057,Neutral,81
511422047994408960,Neutral,80
511422207399301120,Neutral,77
511422270292508672,Positive,77
511422295450324992,Negative,77
511422333228445696,Negative,78
511422345785794560,Neutral,77
511422408717127680,Positive,82
511422421300412416,Positive,82
511422421300412416,Negative,80
511422433891729408,Neutral,78
511422547112775681,Neutral,76
511422568075497472,Positive,80
511422664561274880,Neutral,77
511422735873245184,Negative,79
511422790373605376,Positive,82
511422932988731392,Neutral,81
511422937174265857,Neutral,81
511422979125678082,Negative,80
511423025267236864,Neutral,82
511423063037337600,Neutral,77
511423092376088576,Neutral,77
511423209829580800,Neutral,77
511423264338763776,Positive,80
511423264338763776,Positive,78
511423318868918272,Negative,78
511423318868918272,Neutral,77
511423331464384512,Negative,82
511423339848794112,Neutral,82
511423377597161473,Neutral,78
511423482467717120,Positive,76
511423692174143488,Negative,77
511423830569385984,Positive,79
511423830569385984,Positive,80
511423847359578112,Positive,82
511423868318121985,Neutral,81
511423922869243904,Neutral,81
511423948035092480,Neutral,80
511423977370046464,Negative,82
511423977370046464,Negative,78
511424166118293504,Neutral,77
511424258388402176,Neutral,77
511424354878754816,Positive,77
511424375829315584,Neutral,78
511424375829315584,Neutral,80
511424375849885696,Positive,77
511424396817629184,Neutral,78
511424396817629184,Neutral,82
511424501658025984,Neutral,82
511424518452432896,Neutral,78
511424531009777664,Neutral,76
511424585560883200,Negative,80
511424644256382976,Neutral,77
511424644256382976,Neutral,80
511424648467451904,Negative,79
511424665232101376,Neutral,82
511424673649659904,Neutral,81
511424900125687808,Positive,81
511424992387809280,Neutral,80
511425172750860288,Neutral,77
511425181139492864,Neutral,77
511425202111410176,Neutral,77
511425210516377600,Neutral,78
511425244075425792,Positive,77
511425315374374912,Negative,82
511425403445993473,Neutral,82
511425504117665792,Neutral,78
511425533473984512,Neutral,76
511425575408652289,Positive,80
511425625727709184,Negative,77
511425965457952768,Neutral,82
511426095498133504,Neutral,81
511426280047509505,Positive,81
511426313614155776,Neutral,80
511426313614155776,Neutral,80
511426359722123264,Neutral,78
511426384921886720,Neutral,77
511426452021997568,Neutral,77
511426514949124096,Neutral,77
511426514949124096,Neutral,80
511426728825487361,Neutral,78
511426733040365568,Neutral,77
511426749801181185,Positive,82
511426783367806976,Positive,82
511426783367806976,Negative,80
511426892407115776,Neutral,78
511426946958643201,Neutral,76
511427047600570370,Neutral,80
511427072791969793,Positive,77
511427097953570816,Neutral,78
511427232154140672,Neutral,82
511427370578743296,Neutral,81
511427513164529664,Positive,81
511427513193484288,Neutral,80
511427513193484288,Neutral,80
511427605459783680,Neutral,80
511427605459783680,Neutral,82
511427760619659264,Neutral,77
511427852894740480,Neutral,77
511427974567297024,Negative,79
511427974567297024,Negative,78
511427995501096960,Neutral,80
511427995501096960,Positive,78
511428008087789568,Neutral,77
511428213617491969,Positive,80
511428213617491969,Positive,82
511428217807200256,Neutral,82
511428243002376194,Neutral,78
511428259759009792,Positive,76
511428289131323392,Negative,80
511428507239333889,Neutral,77
511428532384571392,Neutral,79
511428540794171392,Negative,78
511428540794171392,Negative,82
511428905686028288,Neutral,81
511429107012235265,Positive,81
511429174129471488,Positive,80
511429270577905664,Neutral,82
511429270607245313,Neutral,77
511429350286045184,Neutral,77
511429350286045184,Neutral,80
511429509648642049,Positive,79
511429689999491072,Neutral,78
511429757112578048,Positive,77
511429757146132480,Neutral,82
511430042358779904,Neutral,82
511430117827289089,Neutral,78
511430117827289089,Neutral,78
511430361113706496,Negative,76
511430361113706496,Negative,80
511430373675663360,Positive,80
511430424024088576,Neutral,80
511430424024088576,Neutral,77
511430612763160576,Neutral,79
511430658905088000,Neutral,82
511430658905088000,Neutral,78
511430684087681024,Positive,81
511430784734228480,Neutral,81
511430809916420097,Neutral,80
511430809916420097,Neutral,80
511430872810414080,Positive,82
511431007011360768,Negative,77
511431007011360768,Negative,80
511431158018498560,Neutral,77
511431183197290496,Neutral,79
511431283868962816,Neutral,78
511431329993355265,Positive,77
511431497757503488,Negative,82
511431548089139200,Negative,82
511431548089139200,Neutral,78
511431564878966784,Neutral,78
511431590023426048,Positive,76
511431640355467264,Positive,80
511431707497881600,Positive,77
511431766213550080,Neutral,80
511431766213550080,Neutral,79
511431946560212992,Neutral,82
511432034623823872,Neutral,81
511432059798032385,Neutral,81
511432114320199680,Neutral,80
511432303084838913,Negative,82
511432332428214272,Neutral,77
511432437302571008,Positive,77
511432483423125505,Positive,79
511432642827284480,Neutral,78
511432718316343297,Neutral,77
511432802173480961,Negative,82
511432957371092992,Neutral,82
511433070629896192,Negative,78
511433070629896192,Negative,80
511433263567495168,Positive,76
511433292910821377,Neutral,77
511433351652073472,Negative,82
511433456522629121,Positive,81
511433456522629121,Neutral,78
511433607492018176,Neutral,81
511433607492018176,Neutral,80
511433645232377858,Neutral,80
511433645232377858,Neutral,80
511433720742436864,Negative,82
511433720742436864,Negative,78
511433800442994689,Neutral,77
511433934673285120,Neutral,80
511433934673285120,Neutral,77
511434119201693696,Positive,79
511434119201693696,Positive,80
511434173719269376,Neutral,78
511434312139698176,Neutral,77
511434383434080257,Neutral,78
511434383434080257,Neutral,82
511434488291659776,Negative,82
511434488291659776,Neutral,80
511434538640482304,Neutral,78
511434706391691264,Neutral,80
511434706424844289,Neutral,77
511434718991376384,Neutral,79
511434760934412289,Neutral,82
511434760942387201,Negative,81
511434823831801857,Positive,80
511434823831801857,Neutral,81
511434882560438273,Neutral,80
511434932884103168,Positive,82
511435033547382784,Neutral,77
511435046163845121,Positive,77
511435155211186176,Neutral,79
511435155211186176,Neutral,78
511435205539020800,Neutral,80
511435205539020800,Neutral,78
511435230675075072,Positive,80
511435230675075072,Positive,77
511435301987041280,Neutral,82
511435507536896000,Negative,82
511435507536896000,Negative,78
511435599807782912,Neutral,78
511435620770529280,Neutral,76
511435620770529280,Neutral,80
511435729835012097,Positive,80
511435775951384576,Neutral,77
511435864040148992,Positive,79
511435884991115264,Neutral,80
511435910161108993,Neutral,81
511435985662406656,Neutral,81
511436136657321986,Positive,80
511436136657321986,Positive,78
511436145041747968,Positive,82
511436203770396673,Neutral,77
511436220564377600,Neutral,77
511436220564377600,Neutral,80
511436258313527296,Neutral,79
511436379939549184,Neutral,80
511436379939549184,Neutral,78
511436413485592576,Neutral,78
511436413485592576,Neutral,77
511436417700868097,Negative,82
511436430275407873,Positive,82
511436438656012288,Neutral,78
511436786787418113,Positive,80
511436790960361475,Positive,77
511436816134574081,Positive,82
511436954567979008,Negative,81
511436979733811200,Neutral,81
511436983906754562,Neutral,80
511437000680153088,Neutral,82
511437000680153088,Neutral,80
511437122323374080,Neutral,77
511437126509281281,Neutral,77
511437130703200257,Neutral,79
511437130703200257,Neutral,78
511437181064605696,Neutral,78
511437415928455169,Neutral,77
511437432701480961,Neutral,82
511437768237404160,Negative,82
511437898269605888,Negative,78
511437898269605888,Negative,80
511437977957187584,Negative,76
511438296728096769,Neutral,77
511438296728096769,Neutral,80
511438397391372288,Negative,79
511438426755702784,Negative,82
511438577767428096,Neutral,81
511438649054224384,Negative,81
511438846169346048,Neutral,78
511438846169346048,Negative,82
511438862963724288,Neutral,77
511439253013008384,Neutral,77
511439374668812288,Negative,80
511439374668812288,Negative,79
511439391454027776,Neutral,78
511439517283131393,Negative,77
511439584400781312,Neutral,82
511439638889005056,Positive,78
511439668249108480,Neutral,76
511439743783948289,Neutral,80
511439743783948289,Neutral,80
511439773106716672,Negative,77
511439798284726273,Positive,79
511439940908228608,Neutral,82
511440494539182080,Positive,81
511440616186970112,Neutral,81
511440670717124608,Neutral,80
511440674911420417,Positive,82
511440775570141185,Neutral,77
511440876221263872,Positive,77
511440976884551681,Neutral,79
511441018815004672,Positive,78
511441106895405056,Positive,77
511441211782340608,Negative,82
511441228534411264,Negative,82
511441325019766784,Neutral,78
511441543140761600,Negative,80
511441543140761600,Neutral,78
511441626997489664,Negative,77
511441694101745664,Negative,82
511441840898588672,Neutral,81
511441861878108160,Neutral,79
511441933206421505,Neutral,80
511441933206421505,Neutral,80
511442079973912576,Neutral,82
511442184844095488,Positive,77
511442218402344961,Neutral,77
511442264531279874,Neutral,79
511442264531279874,Neutral,80
511442382001545216,Neutral,78
511442478436974592,Neutral,77
511442570715492352,Positive,82
511442570715492352,Positive,78
511442608464199680,Neutral,82
511442801410969600,Positive,78
511442872730525697,Neutral,76
511443057263517696,Positive,80
511443065656311808,Neutral,80
511443065656311808,Negative,77
511443237609799680,Positive,82
511443275384102912,Neutral,81
511443313103089665,Neutral,80
511443313103089665,Neutral,79
511443329880313856,Positive,80
511443388596764672,Positive,82
511443480871444481,Neutral,77
511443501863936000,Positive,77
511443522847645696,Neutral,79
511443636085469184,Neutral,78
511443736740769792,Neutral,77
511443862582087681,Neutral,82
511444231676628993,Negative,82
511444323926175744,Neutral,78
511444441383854080,Neutral,76
511444462359572480,Positive,80
511444537844461568,Neutral,77
511444609155604480,Positive,82
511444625920233472,Neutral,78
511444625920233472,Neutral,81
511444625932832769,Neutral,79
511444760155148288,Negative,80
511444760155148288,Negative,80
511444789523673088,Neutral,82
511444890157584384,Neutral,77
511444898558402560,Neutral,77
511444999247265792,Neutral,79
511445095691063296,Negative,78
511445158613626881,Neutral,77
511445322196058112,Neutral,82
511445359923453952,Negative,82
511445364147109889,Neutral,78
511445515117293568,Negative,76
511445536109785088,Negative,80
511445536109785088,Negative,80
511445557077086208,Neutral,78
511445762581209088,Negative,79
511445762581209088,Positive,80
511445829715255296,Neutral,82
511445838099271680,Neutral,81
511445888409952256,Neutral,79
511445888409952256,Positive,80
511445913592541184,Negative,80
511445980684615681,Neutral,78
511445980684615681,Neutral,82
511446001648168960,Neutral,77
511446114923343872,Positive,77
511446148456783873,Neutral,79
511446282666119170,Positive,78
511446341390987264,Positive,80
511446341390987264,Neutral,77
511446362395664384,Neutral,82
511446454666153985,Negative,82
511446760825159680,Positive,78
511446769218355201,Neutral,76
511446794396778497,Neutral,80
511446815380889602,Negative,77
511446832119951360,Negative,79
511446890848604160,Positive,81
511447016686112768,Neutral,79
511447104766898176,Neutral,80
511447104766898176,Neutral,80
511447205413396482,Neutral,82
511447209607716864,Neutral,77
511447213826793473,Neutral,78
511447213826793473,Positive,77
511447335449018368,Negative,79
511447457100988416,Neutral,78
511447457100988416,Neutral,80
511447486431379456,Negative,77
511447494824185856,Negative,82
511447624856002560,Positive,82
511447687783141376,Neutral,78
511448090436718592,Neutral,80
511448287573213184,Neutral,77
511448358867976192,Positive,79
511448363070660608,Neutral,82
511448602120843264,Neutral,81
511448606331899904,Negative,79
511448610522013696,Positive,78
511448610522013696,Positive,80
511448652468850688,Positive,80
511448652468850688,Negative,82
511448732156428289,Neutral,77
511448988025774080,Negative,80
511448988025774080,Negative,77
511449025762299904,Positive,79
511449264833060864,Neutral,78
511449264833060864,Neutral,78
511449315165089792,Neutral,77
511449508124045312,Neutral,82
511449596178870272,Neutral,82
511449642341765120,Neutral,78
511449692664647680,Positive,76
511449726214873089,Neutral,80
511449784910381056,Positive,77
511449847854297088,Neutral,82
511450099491160064,Neutral,81
511450112078667776,Neutral,79
511450279858810880,Negative,80
511450279858810880,Negative,80
511450380509908992,Neutral,80
511450380509908992,Neutral,82
511450451808505858,Neutral,77
511450510545547264,Negative,77
511450644776255488,Neutral,79
511450883826008064,Neutral,78
511450883826008064,Neutral,78
511450950934880256,Neutral,77
511450950934880256,Neutral,80
511450959344857088,Negative,82
511451055805444097,Negative,82
511451114534100992,Neutral,78
511451361989230592,Neutral,80
511451387159646208,Neutral,77
511451496215363584,Positive,79
511451504578813952,Neutral,82
511451529765986304,Negative,80
511451529765986304,Neutral,81
511451546534821888,Neutral,78
511451550712344576,Negative,80
511451596883243008,Negative,82
511451747882385408,Positive,80
511451747882385408,Neutral,77
511451873698906112,Positive,77
511451999531839488,Negative,79
511452003734929408,Positive,78
511452091790139392,Neutral,77
511452431540953088,Positive,82
511452469281701888,Negative,82
511452637070655489,Neutral,78
511452649649344512,Neutral,76
511452758701264896,Positive,80
511452846760275969,Neutral,77
511452850984353792,Positive,79
511452880306724864,Neutral,82
511452985197481984,Negative,81
511453035521138688,Positive,79
511453043884187648,Positive,80
511453199090589697,Neutral,82
511453257818832896,Negative,77
511453262017331201,Positive,77
511453316552069120,Negative,80
511453316552069120,Negative,79
511453471732924416,Neutral,78
511453522039439361,Positive,77
511453702398300160,Negative,82
511453710816649216,Neutral,82
511453719167516672,Neutral,78
511453769507143680,Neutral,76
511453798876086272,Positive,80
511453870183444480,Neutral,77
511453916337143808,Negative,79
511454012781367296,Negative,82
511454096688447488,Positive,78
511454096688447488,Positive,81
511454100873961472,Neutral,79
511454126048563200,Positive,80
511454218301882368,Neutral,82
511454251856306176,Neutral,77
511454260249522177,Neutral,77
511454335750795264,Negative,79
511454377677451264,Negative,80
511454377677451264,Negative,78
511454381904887808,Positive,77
511454394479415297,Neutral,82
511454549672882176,Neutral,82
511454570615025664,Neutral,78
511454591616290816,Neutral,76
511454604178243584,Neutral,80
511454662898118657,Negative,77
511454797107441664,Negative,82
511454801310150657,Neutral,81
511454818095751169,Negative,80
511454818095751169,Negative,79
511454826488926208,Negative,80
511454864241885184,Negative,82
511454901969244160,Neutral,77
511454956512358401,Neutral,77
511455011037913089,Neutral,79
511455011042525184,Neutral,78
511455044584349696,Positive,77
511455174591000577,Neutral,82
511455174591000577,Neutral,78
511455573066645504,Neutral,78
511455581467856896,Neutral,76
511455585653776386,Neutral,80
511455602447372288,Negative,77
511455602447372288,Negative,80
511455753429725184,Negative,80
511455753438494720,Neutral,78
511455753438494720,Neutral,82
511455795347591168,Neutral,81
511455870845456385,Neutral,79
511456047010041856,Neutral,80
511456072172068864,Negative,82
511456206427545600,Negative,77
511456260949299200,Negative,77
511456374166142976,Neutral,79
511456395137658880,Neutral,78
511456625857536000,Neutral,77
511456697135927296,Neutral,82
511456697135927296,Neutral,80
511456772625031168,Negative,82
511456785228505089,Neutral,78
511456793617108992,Negative,76
511456961381269505,Positive,80
511456965588172801,Neutral,80
511456965588172801,Neutral,77
511457011733913600,Neutral,78
511457011733913600,Negative,79
511457070453772288,Negative,82
511457213047521280,Neutral,81
511457435329261568,Negative,79
511457523438604288,Negative,80
511457590509707265,Neutral,82
511457724752601088,Neutral,77
511457888334671874,Positive,77
511457917703565313,Neutral,79
511457917703565313,Neutral,80
511458026734104576,Neutral,78
511458043507122176,Neutral,77
511458098033082368,Positive,82
511458177741635584,Neutral,78
511458391621767168,Positive,76
511458450350407680,Neutral,77
511458450350407680,Neutral,80
511458534236499969,Negative,79
511458576179945472,Positive,82
511458697831514112,Positive,81
511458773308030976,Negative,80
511458903339847680,Neutral,82
511458987225538561,Neutral,77
511459092078927872,Negative,77
511459146617860097,Negative,79
511459188564701185,Neutral,78
511459213722136576,Neutral,77
511459297595625472,Positive,82
511459297595625472,Neutral,78
511459297604009985,Neutral,82
511459486373269504,Neutral,78
511459507307044864,Negative,76
511459729617342464,Negative,80
511459800941879297,Neutral,77
511460010636115968,Neutral,79
511460107126059008,Neutral,82
511460165846306816,Neutral,81
511460279079948288,Neutral,79
511460300038889472,Neutral,80
511460321039355904,Negative,82
511460480397758465,Neutral,77
511460480397758465,Neutral,80
511460534949273600,Positive,77
511460560110493698,Neutral,79
511460560110493698,Neutral,80
511460593640144896,Negative,78
511460597834452992,Neutral,77
511460597834452992,Neutral,78
511460673323151360,Neutral,82
511460694311841792,Neutral,82
511460782383456256,Negative,78
511460853691195392,Negative,80
511460941784186880,Positive,77
511461197619548161,Positive,82
511461302489714688,Negative,81
511461361218756608,Negative,79
511461398971686912,Neutral,80
511461419930644480,Neutral,82
511461554126987264,Neutral,77
511461596087222272,Neutral,77
511461675766386688,Negative,79
511461738676359168,Neutral,78
